Name,Alias,IATA,ICAO,call_sign,Country,Active,child_price_rate,
Air Vegas,\N,6V,VGA,AIR VEGAS,United States,N,0.3,
Almaver,\N,,VER,ALMAVER,Mexico,N,0.3,
Afro International Ent. Limited,\N,,AOR,INTER-AFRO,Nigeria,N,0.3,
Alitalia Express,\N,XM,SMX,ALIEXPRESS,Italy,Y,0.3,
Asia Overnight Express,\N,OE,AOT,ASIA OVERNIGHT,Philippines,N,0.3,
Air Tractor,\N,,AOU,AIR TRACTOR,Croatia,N,0.3,
Aero Vision,\N,,AOV,AEROVISION,France,N,0.3,
Aerotaxi Del Valle,\N,,AOX,AEROVALLE,Colombia,N,0.3,
Air Park Aviation Ltd.,\N,,APA,CAN-AM,Canada,N,0.3,
Airpac Airlines,\N,,APC, Inc.,AIRPAC,N,0.3,
Aeroservicios Monterrey,\N,,SVM,SERVIMONTE,Mexico,N,0.3,
Amapola Flyg AB,\N,,APF,AMAPOLA,Sweden,N,0.3,
Air People International,\N,,APG,AIR PEOPLE,Thailand,N,0.3,
Alpha Aviation,\N,,APH, Inc.,AIRFLIGHT,N,0.3,
ASA Pesada,\N,,API, Lda.,ASA PESADA,N,0.3,
Air Print,\N,,APJ, S.A.,AIR PRINT,N,0.3,
Atlantic Airlines,\N,,BJK,BLACKJACK,United States,N,0.3,
Aerotransporte Petrolero,\N,,PET,AEROPETRO,Colombia,N,0.3,
Aero Flight,\N,GV,ARF,Aero Fox,Germany,Y,0.3,
ACM Aviation,\N,,BJT,BAY JET,United States,N,0.3,
Aircompany Barcol,\N,,BKL,BARCOL,Russia,N,0.3,
All Charter Limited,\N,,BLA,ALL CHARTER,United Kingdom,N,0.3,
Appalachian Flying Service,\N,,APL, Inc.,APPALACHIAN,N,0.3,
Airpac,\N,,APM, Inc.,ALASKA PACIFIC,N,0.3,
Aeropro,\N,,APO,AEROPRO,Canada,N,0.3,
Aerolineas Pacifico Atlantico,\N,,APP, S.A. (Apair),AEROPERLAS,N,0.3,
Aspen Aviation,\N,,APQ,ASPEN BASE,United States,N,0.3,
Aeropuma,\N,,APU, S.A.,AEROPUMA,N,0.3,
Air Plan International,\N,,APV,AIR PLAN,Democratic Republic of the Congo,N,0.3,
Arrow Air,\N,JW,APW,BIG A,United States,Y,0.3,
Apex Air Cargo,\N,,APX,PARCEL EXPRESS,United States,N,0.3,
APA Internacional,\N,,APY,APA INTERNACIONAL,Dominican Republic,N,0.3,
Aeroatlas,\N,,AQA, S.A.,ATCO,N,0.3,
Aquila Air Ltd.,\N,,AQL,AQUILA,Canada,N,0.3,
Air Queensland,\N,,AQN,BUSHAIR,Australia,N,0.3,
Aluminum Company Of America,\N,,AQO,ALCOA SHUTTLE,United States,N,0.3,
Aviones de Renta de Quintana Roo,\N,,AQT, S.A. de C.V.,AVIOQUINTANA,N,0.3,
AirQuarius Aviation,\N,,AQU,QUARIUS,South Africa,N,0.3,
Aerodyne Charter Company,\N,,AQZ,QUANZA,United States,N,0.3,
Arik Air,\N,W3,ARA,ARIK AIR,Nigeria,N,0.3,
Avia Air N.V.,\N,,ARB,AVIAIR,Aruba,N,0.3,
Air Routing International Corp.,\N,,ARC, ,United States,N,0.3,
Aerocondor,\N,2B,ARD,AEROCONDOR,Portugal,Y,0.3,
Aires,\N,4C,ARE, Aerovias de Integracion Regional, S.A.,Y,0.3,
Aerolineas Argentinas,\N,AR,ARG,ARGENTINA,Argentina,Y,0.3,
Arrowhead Airways,\N,,ARH,ARROWHEAD,United States,N,0.3,
Aero Vics,\N,,ARI,AEROVICS,Mexico,N,0.3,
Aerojet de Costa Rica,\N,,ARJ, S.A.,,N,0.3,
Antillana De Navegacion Aerea,\N,,SUN,,Dominican Republic,N,0.3,
Aeroservicios De San Luis,\N,,SUO,SERVICIO SANLUIS,Mexico,N,0.3,
Aerosuper,\N,,SUP,AEROSUPER,Mexico,N,0.3,
Aero Link Air Services S.L.,\N,,ARK,LINK SERVICE,Spain,N,0.3,
Airlec - Air Aquitaine Transport,\N,,ARL,AIRLEC,France,N,0.3,
Aeromarket Express,\N,,ARM,AMEX,Spain,N,0.3,
Arrow Aviation Ltd.,\N,,ARO,ARROW,Canada,N,0.3,
RPA-Aviataxi Ltd.,\N,,ARP,,Russia,N,0.3,
Air Klaipeda,\N,,KLD,AIR KLAIPEDA,Lithuania,N,0.3,
Armstrong Air,\N,,ARQ, Inc.,ARMSTRONG,N,0.3,
Air Armenia,\N,QN,ARR,AIR ARMENIA,Armenia,N,0.3,
Aeromet Servicios,\N,,ARS,METSERVICE,Chile,N,0.3,
Aerotal Aerolineas Territoriales de Colombia Ltda,\N,,ART,AEROTAL,Colombia,N,0.3,
Aravco Ltd.,\N,,ARV,ARAVCO,United Kingdom,N,0.3,
Aria,\N,,ARW,ARIABIRD,France,N,0.3,
Air Xpress,\N,,ARX, Inc.,AIREX,N,0.3,
Airline Alania,\N,,OST,ALANIA,Russia,N,0.3,
Air Tchad,\N,,HTT,HOTEL TANGO,Chad,N,0.3,
Aerloineas de Techuacan,\N,,HUC,LINEAS TEHUACAN,Mexico,N,0.3,
Aerotransportes Huitzilin,\N,,HUT,AEROHUITZILIN,Mexico,N,0.3,
Aero Transportes Del Humaya,\N,,HUY,AERO HUMAYA,Mexico,N,0.3,
Argosy Airways,\N,,ARY,GOSEY,United States,N,0.3,
Air Resorts,\N,,ARZ,AIR RESORTS,United States,N,0.3,
Alaska Airlines,\N,AS,ASA, Inc.,ALASKA,Y,0.3,
Air-Spray 1967 Ltd.,\N,,ASB,AIR SPRAY,Canada,N,0.3,
Air Star Corporation,\N,,ASC,AIR STAR,Canada,N,0.3,
Air Sinai,\N,4D,ASD,AIR SINAI,Egypt,Y,0.3,
Airstars,\N,PL,ASE,MOROZOV,Russia,N,0.3,
Air Schefferville,\N,,ASF, Inc.,SCHEFF,N,0.3,
African Star Airways (PTY) Ltd.,\N,,ASG,AFRICAN STAR,South Africa,N,0.3,
Aerosun International,\N,,ASI, Inc.,AEROSUN,N,0.3,
Air Satellite,\N,,ASJ,SATELLITE,Canada,N,0.3,
Awesome Flight Services (PTY) Ltd.,\N,,ASM,AWESOME,South Africa,N,0.3,
Air and Sea Transport,\N,,ASN, ,Russia,N,0.3,
Aero Slovakia,\N,,ASO,AERO NITRA,Slovakia,N,0.3,
Airsprint,\N,,ASP,AIRSPRINT,Canada,N,0.3,
Atlantic Southeast Airlines,\N,EV,ASQ,ACEY,United States,Y,0.3,
All Star Airlines,\N,,ASR, Inc.,ALL STAR,N,0.3,
Air Class,\N,,ASS, S.A. de C.V.,AIR CLASS,N,0.3,
Aerlineas Del Oeste,\N,,AST,AEROESTE,Mexico,N,0.3,
Aviones Are,\N,,NRE,AVIONES ARE,Mexico,N,0.3,
Air Nepal International,\N,,NPL,AIR NEPAL,Nepal,N,0.3,
Air Napier,\N,,NPR,,New Zealand,N,0.3,
Air Taxi & Cargo,\N,,WAM,TAXI CARGO,Sudan,N,0.3,
Arrow Panama,\N,,WAP,ARROW PANAMA,Panama,N,0.3,
Astravia-Bissau Air Transports Ltd.,\N,,ASV,ASTRAVIA,Guinea-Bissau,N,0.3,
Astrakhan Airlines,\N,OB,ASZ,AIR ASTRAKHAN,Russia,Y,0.3,
Air Transport Association,\N,,ATA,,United States,N,0.3,
Atlantair Ltd.,\N,,ATB,STARLITE,Canada,N,0.3,
Air Tanzania,\N,TC,ATC,TANZANIA,Tanzania,Y,0.3,
Aerotours Dominicana,\N,,ATD,AEROTOURS,Dominican Republic,N,0.3,
Atlantis Transportation Services,\N,,ATE, Ltd.,ATLANTIS CANADA,N,0.3,
Aerotrans Airline,\N,,ATG,BACHYT,Kazakhstan,N,0.3,
Air Charter World,\N,,XAC,,United States,N,0.3,
Air Burkina,\N,2J,VBW,BURKINA,Burkina Faso,Y,0.3,
Air Travel Corp.,\N,,ATH,AIR TRAVEL,United States,N,0.3,
Aero-Tropics Air Services,\N,HC,ATI,,Australia,N,0.3,
Air Traffic GmbH,\N,,ATJ,SNOOPY,Germany,N,0.3,
AeroTACA,\N,,ATK,AEROTACA,Colombia,N,0.3,
Aerocentral,\N,,ATL,CENTRALMEX,Mexico,N,0.3,
Airlines Of Tasmania,\N,FO,ATM,AIRTAS,Australia,Y,0.3,
Air Saint Pierre,\N,PJ,SPM,,France,Y,0.3,
Air Transport International,\N,8C,ATN,AIR TRANSPORT,United States,N,0.3,
ASTRAL Colombia - Aerotransportes Especiales Ltda.,\N,,ATP,ASTRAL,Colombia,N,0.3,
Air Transport Schiphol,\N,,ATQ,MULTI,Netherlands,N,0.3,
Aeroferinco,\N,,FEO,FERINCO,Mexico,N,0.3,
Aero Taxis Y Servicios Alfe,\N,,FES,AERO ALFE,Mexico,N,0.3,
Avialesookhrana,\N,,FFA,AVIALESOOKHRANA,Russia,N,0.3,
Africair Service,\N,,FFB,FOXTROT FOXTROT,Senegal,N,0.3,
Atlas Airlines,\N,,ATR,ATLAS-AIR,United States,N,0.3,
Air Transport Service,\N,,ATS,,Democratic Republic of the Congo,N,0.3,
Aer Turas,\N,,ATT,AERTURAS,Ireland,N,0.3,
Atlant Aerobatics Ltd.,\N,,ATU,ATLANT HUNGARY,Hungary,N,0.3,
Avanti Air,\N,,ATV,AVANTI AIR,Germany,N,0.3,
Aero Trades (Western) Ltd.,\N,,ATW,AERO TRADES,Canada,N,0.3,
Austrian Airlines,\N,OS,AUA,AUSTRIAN,Austria,Y,0.3,
Air Southwest,\N,,WOW,SWALLOW,United Kingdom,Y,0.3,
Augsburg Airways,\N,IQ,AUB,AUGSBURG-AIR,Germany,Y,0.3,
Air Corporate,\N,,CPV,AIRCORPORATE,Italy,N,0.3,
Aviastar-Tu,\N,,TUP,TUPOLEVAIR,Russia,N,0.3,
AirBridge Cargo,\N,RU,ABW,AIRBRIDGE CARGO,Russia,N,0.3,
ATUR,\N,,TUR,,Ecuador,Y,0.3,
ATESA Aerotaxis Ecuatorianos,\N,,TXU,ATESA,Ecuador,N,0.3,
Austin Express,\N,,TXX,COWBOY,United States,N,0.3,
Audi Air,\N,,AUD, Inc.,AUDI AIR,N,0.3,
Augusta Air Luftfahrtunternehmen,\N,,AUF,AUGUSTA,Germany,N,0.3,
Abu Dhabi Amiri Flight,\N,MO,AUH,SULTAN,United Arab Emirates,Y,0.3,
Aeroflot-Nord,\N,5N,AUL,DVINA,Russia,Y,0.3,
Air Atlantic Uruguay,\N,,AUM,ATLAMUR,Uruguay,N,0.3,
Aviones Unidos,\N,,AUN,AVIONES UNIDOS,Mexico,N,0.3,
Avia Business Group,\N,,AUP,,Russia,N,0.3,
Aero Servicios Expecializados,\N,,SVE,AEROESPECIAL,Mexico,N,0.3,
Aurigny Air Services,\N,GR,AUR,AYLINE,United Kingdom,Y,0.3,
Aus-Air,\N,NO,AUS,,Australia,N,0.3,
Austral Lineas Aereas,\N,AU,AUT,AUSTRAL,Argentina,Y,0.3,
Aurora Aviation,\N,,AUU, Inc.,AURORA AIR,N,0.3,
Air Uganda International Ltd.,\N,,AUX,,Uganda,N,0.3,
Aerolineas Uruguayas,\N,,AUY, S.A.,AUSA,N,0.3,
Australian Airlines,\N,AO,AUZ,AUSTRALIAN,Australia,N,0.3,
Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA, S.A.,AVIANCA,Y,0.3,
Aviation Beaufort,\N,,AVB,BEAUPAIR,United Kingdom,N,0.3,
Alamo Aviacion,\N,,AVD, S.L.,ALAMO,N,0.3,
Aviair Aviation Ltd.,\N,,AVF,CARIBOO,Canada,N,0.3,
Air Falcon,\N,,AVG,DJIBOUTI FALCON,Djibouti,N,0.3,
AV8 Helicopters,\N,,AVH,KENT HELI,United Kingdom,N,0.3,
Avia Traffic Company,\N,,AVJ,ATOMIC,Kyrgyzstan,N,0.3,
AV8 Helicopters,\N,,AVK,AVIATE-COPTER,South Africa,N,0.3,
Aviacion Ejecutiva Mexicana,\N,,AVM, S.A.,AVEMEX,N,0.3,
Air Vanuatu,\N,NF,AVN,AIR VAN,Vanuatu,Y,0.3,
Aviation at Work,\N,,AVO,AVIATION WORK,South Africa,N,0.3,
Avcorp Registrations,\N,,AVP,AVCORP,United Kingdom,N,0.3,
Alfa Aerospace,\N,,LFP,ALFA-SPACE,Australia,N,0.3,
Atlantic Airfreight Aviation,\N,,LFR,LANFREIGHT,Sao Tome and Principe,N,0.3,
Aerolift Company,\N,,LFT,LIFTCO,Sierra Leone,N,0.3,
Aviation Services,\N,,AVQ, Inc.,AQUILINE,N,0.3,
Active Aero Charter,\N,,AVR, Inc.,ACTIVE AERO,N,0.3,
Avialsa T-35,\N,,AVS,AVIALSA,Spain,N,0.3,
Asia Avia Airlines,\N,,AVT,ASIAVIA,Indonesia,N,0.3,
Avia Sud A,\N,,AVU,AVIASUD,France,N,0.3,
Airvantage Incorporated,\N,,AVV,AIRVANTAGE,United States,N,0.3,
Aviator Airways,\N,,AVW,AVIATOR,Greece,N,0.3,
Aviapaslauga,\N,,AVX,PASLAUGA,Lithuania,N,0.3,
ASL,\N,,XXX,,Belgium,N,0.3,
Air Yugoslavia,\N,,YRG,YUGAIR,Serbia,N,0.3,
Airlink Zambia,\N,K8,ZAK,,Zambia,N,0.3,
Agence Nationale des Aerodromes et de la Meteorologie,\N,,ZZM,,Ivory Coast,N,0.3,
Airbus Transport International,\N,,BGA,BELOUGA,France,N,0.3,
Air Bangladesh,\N,B9,BGD,AIR BANGLA,Bangladesh,Y,0.3,
Aviodetachment-28,\N,,BGF,BULGARIAN,Bulgaria,N,0.3,
Aero BG,\N,,BGG,AERO BG,Mexico,N,0.3,
Aerotaxis De La Bahia,\N,,BHC,BAHIA,Mexico,N,0.3,
Air Mediterranee,\N,DR,BIE,MEDITERRANEE,France,Y,0.3,
Aviaservice,\N,,BIV,AVIASERVICE,Georgia,N,0.3,
Aerolineas De El Salvador,\N,,SZA,AESA,El Salvador,N,0.3,
Swaziland Airlink,\N,,SZL,SWAZILINK,Swaziland,N,0.3,
Air Moorea,\N,,TAH,AIR MOOREA,France,Y,0.3,
Aerovaradero,\N,,AVY, S.A.,AEROVARADERO,N,0.3,
Air Valencia,\N,,AVZ,AIR VALENCIA,Spain,N,0.3,
Airways International,\N,,AWB, Inc.,AIRNAT,N,0.3,
Airwork,\N,,AWK,AIRWORK,New Zealand,N,0.3,
Australian Wetleasing,\N,,AWL,AUSSIEWORLD,Australia,N,0.3,
Air Niamey,\N,,AWN,AIR NIAMEY,Niger,N,0.3,
Awood Air Ltd.,\N,,AWO,AWOOD AIR,Canada,N,0.3,
Arctic Wings And Rotors Ltd.,\N,,AWR,ARCTIC WINGS,Canada,N,0.3,
Auo Airclub AIST-M,\N,,ISM,STORK,Russia,N,0.3,
Arab Wings,\N,,AWS,ARAB WINGS,Jordan,N,0.3,
Air West,\N,,AWT,AIR WEST,Canada,N,0.3,
Aeroline GmbH,\N,7E,AWU,SYLT-AIR,Germany,Y,0.3,
Airwave Transport,\N,,AWV, Inc.,AIRWAVE,N,0.3,
Air Wales,\N,6G,AWW,RED DRAGON,United Kingdom,Y,0.3,
Aeroway,\N,,AWY, S.L.,AEROWEE,N,0.3,
Air Caraïbes,\N,TX,FWI,FRENCH WEST,France,Y,0.3,
AirWest,\N,,AWZ, ,Sudan,N,0.3,
Air India Express,\N,IX,AXB,EXPRESS INDIA,India,Y,0.3,
Air Express,\N,,AXD,AIR SUDEX,Sudan,N,0.3,
Asian Express Airlines,\N,HJ,AXF,FREIGHTEXPRESS,Australia,N,0.3,
Aeromexhaga,\N,,AXH,AEROMEXHAGA,Mexico,N,0.3,
Aeron International Airlines,\N,,AXI, Inc.,AIR FREIGHTER,N,0.3,
African Express Airways,\N,,AXK,EXPRESS JET,Kenya,N,0.3,
Air Exel,\N,XT,AXL,EXEL COMMUTER,Netherlands,Y,0.3,
AirAsia,Air Asia,AK,AXM,ASIAN EXPRESS,Malaysia,Y,0.3,
Alexandair,\N,,AXN,ALEXANDROS,Greece,N,0.3,
Aeromax,\N,,AXP,AEROMAX SPAIN,Spain,N,0.3,
Action Airlines (Action Air Charter),\N,,AXQ,ACTION AIR,United States,N,0.3,
Alberni Airways,\N,,BNI,ALBERNI,Canada,N,0.3,
Aerolineas Bonanza,\N,,BNZ,AERO BONANZA,Mexico,N,0.3,
Aerobona,\N,,BOC,AEROBONA,Mexico,N,0.3,
Aboitiz Air,\N,,BOI,ABAIR,Philippines,N,0.3,
Axel Rent,\N,,AXR, S.A.,RENTAXEL,N,0.3,
Altus Airlines,\N,,AXS,ALTUS,United States,N,0.3,
Aviaxess,\N,,AXV,AXAVIA,France,N,0.3,
Avioimpex A.D.p.o.,\N,,AXX,IMPEX,Macedonia,N,0.3,
Axis Airways,\N,6V,AXY,AXIS,France,N,0.3,
Aladia Airlines,\N,,AYD,AIRLINES ALADIA,Mexico,N,0.3,
Aykavia Aircompany,\N,,AYK,,Armenia,N,0.3,
Airman,\N,,AYM, S.L.,AIRMAN,N,0.3,
Atlantic Airlines,\N,,AYN, S.A.,ATLANTIC NICARAGUA,N,0.3,
Awsaj Aviation Services,\N,,AYS,,Libya,N,0.3,
Ayeet Aviation & Tourism,\N,,AYT,AYEET,Israel,N,0.3,
Atlant-Soyuz Airlines,\N,3G,AYZ,ATLANT-SOYUZ,Russia,Y,0.3,
Alitalia,\N,AZ,AZA,ALITALIA,Italy,Y,0.3,
Azamat,\N,,AZB,TUMARA,Kazakhstan,N,0.3,
Arcus-Air Logistic,\N,ZE,AZE,ARCUS AIR,Germany,N,0.3,
Air Zermatt AG,\N,,AZF,AIR ZERMATT,Switzerland,N,0.3,
Azalhelikopter,\N,,AZK,AZALHELICOPTER,Azerbaijan,N,0.3,
Africa One,\N,,AZL,SKY AFRICA,Zambia,N,0.3,
Aerocozumel,\N,,AZM,AEROCOZUMEL,Mexico,N,0.3,
Amaszonas,\N,Z8,AZN,,Bolivia,Y,0.3,
Arizona Pacific Airways,\N,,AZP,ARIZONA PACIFIC,United States,N,0.3,
Aviacon Zitotrans Air Company,\N,,AZS,ZITOTRANS,Russia,N,0.3,
Azimut,\N,,AZT, S.A.,AZIMUT,N,0.3,
Azov Avia Airlines,\N,,AZV,AZOV AVIA,Ukraine,N,0.3,
Air Zimbabwe,\N,UM,AZW,AIR ZIMBABWE,Zimbabwe,Y,0.3,
Aero Jomacha,\N,,MHC,AERO JOMACHA,Mexico,N,0.3,
Air Memphis,\N,,MHS,AIR MEMPHIS,Egypt,N,0.3,
Air Memphis,\N,,MHU,MEPHIS UGANDA,Uganda,N,0.3,
Air Marrakech Service,\N,,MKH,AIR MARRAKECH,Morocco,N,0.3,
Air Max Africa,\N,,AZX,AZIMA,Gabon,N,0.3,
Arizona Airways,\N,,AZY, Inc.,ARIZAIR,N,0.3,
Azza Transport,\N,,AZZ,AZZA TRANSPORT,Sudan,N,0.3,
Air Continental Inc,\N,,NAR,NIGHT AIR,United States,N,0.3,
Antanik-Air,\N,,NAU,ANTANIK,Ukraine,N,0.3,
Air Newark,\N,,NER,NEWAIR,United States,N,0.3,
Aircraft Support and Services,\N,,NFF,,Lebanon,N,0.3,
Aerobanana,\N,,OBA,AEROBANANA,Mexico,N,0.3,
Amako Airlines,\N,,OBK,AMAKO AIR,Nigeria,N,0.3,
Aserca Airlines,\N,R7,OCA,AROSCA,Venezuela,Y,0.3,
Afrique CArgo Service Senegal,\N,,NFS,,Senegal,N,0.3,
Angoservice,\N,,NGC,ANGOSERVICE,Angola,N,0.3,
Angel Airlines,\N,,NGE,ANGEL AIR,Thailand,N,0.3,
Angel Flight America,\N,,NGF,ANGEL FLIGHT,United States,N,0.3,
Air Atonabee,\N,,OUL,CITY EXPRESS,Canada,N,0.3,
Aero Nova,\N,,OVA,AERONOVA,Spain,N,0.3,
Amira Air,\N,,XPE,EXPERT,Austria,N,0.3,
Aero Express Intercontinental,\N,,XSS,INTER EXPRESS,Mexico,N,0.3,
Advance Aviation Services,\N,,XTJ,,United States,N,0.3,
Air Libya Tibesti,\N,,TLR,AIR LIBYA,Libya,N,0.3,
Aerovic,\N,,OVC,,Ecuador,N,0.3,
Airventure,\N,,RVE,AIRVENTURE,Belgium,N,0.3,
Aero Servicios,\N,,RVI,AERO SERVICIOS,Mexico,N,0.3,
Airvallee,\N,,RVL,AIR VALLEE,Italy,N,0.3,
Aeromover,\N,,OVE,AEROMOVER,Mexico,N,0.3,
Aerovias Ejecutivas,\N,,OVI,VIAS EJECUTIVAS,Mexico,N,0.3,
Aero Servicio Pity,\N,,PTD,PITY,Mexico,N,0.3,
Aero Copter,\N,,PTE,,Mexico,N,0.3,
Rossiya-Russian Airlines,Pulkovo Aviation Enterprise,FV,SDM,PULKOVO,Russia,Y,0.3,
Air Pal,\N,,PLL,AIRPAL,Spain,N,0.3,
Air Pullmantur,\N,,PLM,PULLMANTUR,Spain,N,0.3,
Aviaexpress,\N,RX,AEH,Avex,Hungary,N,0.3,
Aviones Para Servirle,\N,,PSG,SERVIAVIONES,Mexico,N,0.3,
Avio Sluzba,\N,,SLU,AVIO SLUZBA,Serbia,N,0.3,
Air Scorpio,\N,,SCU,SCORPIO UNIVERS,Bulgaria,N,0.3,
Air Spirit,\N,,SIP,AIR SPIRIT,United States,N,0.3,
Alatau Airlines,\N,,BMV,OLIGA,Kazakhstan,N,0.3,
Aviateca,\N,,GUG,AVIATECA,Guatemala,N,0.3,
Aroostook Aviation,\N,,PXX,PINE STATE,United States,N,0.3,
Aeropycsa,\N,,PYC,AEROPYCSA,Mexico,N,0.3,
Association of Private Pilots of Kazakhstan,\N,,PVK,BORIS,Kazakhstan,N,0.3,
The Amiri Flight,\N,,BAH,BAHRAIN,Bahrain,N,0.3,
Aero Services,\N,,BAS,AEROSERV,Barbados,N,0.3,
Ababeel Aviation,\N,,BBE,BABEL AIR,Sudan,N,0.3,
Air Bashkortostan,\N,,BBT,AGYDAL,Russia,N,0.3,
Ambulance Air Africa,\N,,MCY,MERCY,South Africa,N,0.3,
American Eagle Airlines,\N,MQ,EGF,EAGLE FLIGHT,United States,Y,0.3,
Aeropuelche,\N,,PUE,PUELCHE,Chile,N,0.3,
Aeroput,\N,,PUT,,Serbia,N,0.3,
Azzurra Air,\N,,AZI,AZZURRA,Italy,N,0.3,
Airshop,\N,FF,,,Netherlands,N,0.3,
African Transport Trading and Investment Company,\N,ML,,,Sudan,N,0.3,
AD Aviation,\N,,VUE,FLIGHTVUE,United Kingdom,Y,0.3,
Aero Costa Taxi Aereo,\N,,XCT,AEROCOSTAXI,Mexico,N,0.3,
Aerovitro,\N,,VRO,AEROVITRO,Mexico,N,0.3,
Aerotaxi Villa Rica,\N,,VRI,VILLARICA,Mexico,N,0.3,
Aerovega,\N,,VEG,AEROVEGA,Mexico,N,0.3,
Aerovilla,\N,,VVG,AEROVILLA,Colombia,N,0.3,
Aerolineas Villaverde,\N,,VLR,VILLAVERDE,Mexico,N,0.3,
Aero Air,\N,,WIL,WILLIAMETTE,United States,N,0.3,
Aero Ejecutivos,\N,,VEJ,VENEJECUTIV,Venezuela,N,0.3,
Aero Industries Inc,\N,,WAB,WABASH,United States,N,0.3,
Aero Servicios Vanguardia,\N,,VNG,VANGUARDIA,Mexico,N,0.3,
Aero Taxi Los Valles,\N,,VAD,VALLES,Spain,N,0.3,
Aero Vilamoura,\N,,VMR,AERO VILAMOURA,Portugal,N,0.3,
Aero Virel,\N,,VLS,VIREL,Mexico,N,0.3,
Aeronautical Radio Inc,\N,,XAA,,United States,N,0.3,
Aerovuelox,\N,,VUO,AEROVUELOX,Mexico,N,0.3,
Aeronaves TSM,\N,,VTM,AERONAVES TSM,Mexico,N,0.3,
Air Ivoire,\N,VU,VUN,AIRIVOIRE,Ivory Coast,Y,0.3,
Air Botswana,\N,BP,BOT,BOTSWANA,Botswana,Y,0.3,
Air-Rep,\N,,XPR,,United States,N,0.3,
Air Excel,\N,,XLL,TINGA-TINGA,Tanzania,N,0.3,
Air Evans,\N,,VAE,AIR-EVANS,Spain,N,0.3,
Air Sorel,\N,,WHY,AIR SOREL,Canada,N,0.3,
Air Net Private Charter,\N,,WDR,WIND RIDER,United States,N,0.3,
Air Executive Charter,\N,,XEC,,Germany,N,0.3,
Air Foyle,\N,GS,UPA,FOYLE,United Kingdom,Y,0.3,
Air Midwest,\N,,VTY,VICTORY,Nigeria,N,0.3,
Air Tahiti,\N,VT,VTA,AIR TAHITI,French Polynesia,Y,0.3,
Air Urga,\N,3N,URG,URGA,Ukraine,N,0.3,
Air Vardar,\N,,VDR,VARDAR,Macedonia,N,0.3,
Air VIA,\N,VL,VIM,,Bulgaria,Y,0.3,
Air Walser,\N,,WLR,AIRWALSER,Italy,N,0.3,
Aircompany Rosavia,\N,,URA,ROSAVIA,Ukraine,N,0.3,
Aircraft Performance Group,\N,,XLB,,United States,N,0.3,
Airwaves Airlink,\N,,WLA,AIRLIMITED,Zambia,N,0.3,
Airways Corporation of New Zealand,\N,,XFX,AIRCORP,New Zealand,N,0.3,
Airways,\N,,WAY,GARONNE,France,N,0.3,
Airwings oy,\N,,WGS,AIRWINGS,Finland,N,0.3,
Airkenya,\N,,XAK,SUNEXPRESS,Kenya,N,0.3,
Air-Lift Associates,\N,,WPK,WOLFPACK,United States,N,0.3,
Airtrans Ltd,\N,,VAB,,Russia,N,0.3,
ARP 410 Airlines,\N,,URP,AIR-ARP,Ukraine,N,0.3,
Auckland Regional Rescue Helicopter Trust,\N,,WPR,WESTPAC RESCUE,New Zealand,N,0.3,
Aurora Airlines,\N,,URR,AIR AURORA,Slovenia,N,0.3,
Austro Aereo,\N,,UST,AUSTRO AEREO,Ecuador,N,0.3,
Aviation Partners,\N,,WLT,WINGLET,United States,N,0.3,
Avialift Vladivostok,\N,,VLV,VLADLIFT,Russia,N,0.3,
Aviacion Comercial de America,\N,,VME,AVIAMERICA,Mexico,N,0.3,
Aviast Air,\N,,VVA,IALSI,Russia,N,0.3,
Aviation North,\N,,WLV,WOLVERINE,United States,N,0.3,
Africa West,\N,FK,WTA,WEST TOGO,Togo,Y,0.3,
Avient Air Zambia,\N,,VNT,AVIENT,Zambia,N,0.3,
Aviazur,\N,,VZR,IAZUR,France,N,0.3,
Aviaprad,\N,,VID,AVIAPRAD,Russia,N,0.3,
Avirex,\N,G2,VXG,AVIREX-GABON,Gabon,N,0.3,
Aviaexpress Aircompany,\N,,VXX,EXPRESSAVIA,Ukraine,N,0.3,
AMR Services Corporation,\N,,XAM,ALLIANCE,United States,N,0.3,
Airline Operations Services,\N,,XAO,,United States,N,0.3,
Airlines 400,\N,,VAZ,REMONT AIR,Russia,N,0.3,
ATRAN Cargo Airlines,\N,V8,VAS,ATRAN,Russian Federation,Y,0.3,
Ameravia,\N,,VAM,AMERAVIA,Uruguay,N,0.3,
Angkor Air,\N,,VAV,AIR ANGKOR,Cambodia,N,0.3,
AVB-2004 Ltd,\N,,VBC,AIR VICTOR,Bulgaria,N,0.3,
ASECNA,\N,,XKX,,France,N,0.3,
AT and T Aviation Division,\N,,XAT,,United States,N,0.3,
Avalair,\N,,VAI,AIR AVALAIR,Serbia,N,0.3,
Averitt Air Charter,\N,,VRT,AVERITT,United States,N,0.3,
Avensa,\N,VE,AVE,Avensa,Venezuela,N,0.3,
Avolar Aerolineas,\N,V5,VLI,AEROVOLAR,Mexico,N,0.3,
Avstar Aviation,\N,,VSA,STARBIRD,South Africa,N,0.3,
AVESCA,\N,,VSC,AVESCA,Colombia,N,0.3,
Aviaprom Enterprises,\N,,XAV,AVIAPROM,Russia,N,0.3,
Avia Trans Air Transport,\N,,VTT,VIATRANSPORT,Sudan,N,0.3,
Aviostart AS,\N,,VSR,AVIOSTART,Bulgaria,N,0.3,
Aviacao Transportes Aereos e Cargas,\N,,VTG,ATACARGO,Angola,N,0.3,
