name,alias,iata,icao,call_sign,country,active,active_2,child_price_rate,
Baltia Air Lines,\N,,BTL,BALTIA FLIGHT,United States,false,N,0.3,
Botir-Avia,\N,,BTR,BOTIR-AVIA,Kyrgyzstan,false,N,0.3,
Business Express,\N,,GAA,BIZEX,United States,false,N,0.3,
BT-Slavuta,\N,,BTT,BEETEE-SLAVUTA,Ukraine,false,N,0.3,
Metro Batavia,\N,7P,BTV,BATAVIA,Indonesia,true,Y,0.3,
Bulgarian Air Charter,\N,,BUC,BULGARIAN CHARTER,Bulgaria,false,N,0.3,
Blue Airlines,\N,,BUL,BLUE AIRLINES,Democratic Republic of the Congo,false,N,0.3,
Buryat Airlines Aircompany,\N,,BUN,BURAL,Russia,false,N,0.3,
Buzz Stansted,\N,,BUZ,BUZZ,United Kingdom,false,N,0.3,
Buffalo Airways,\N,,BVA,BUFFALO AIR,United States,false,N,0.3,
Bulgarian Aeronautical Centre,\N,,BVC,BULGARIAN WINGS,Bulgaria,false,N,0.3,
Baron Aviation Services,\N,,BVN,SHOW-ME,United States,false,N,0.3,
Berjaya Air,\N,J8,BVT,BERJAYA,Malaysia,true,Y,0.3,
Bellview Airlines,\N,,BVU, Sierra Leone,,false,N,0.3,
Blue Wings,\N,QW,BWG,BLUE WINGS,Germany,true,Y,0.3,
Blue Wing Airlines,\N,,BWI,BLUE TAIL,Suriname,false,N,0.3,
BWA (2002) Ltd,\N,,BWL,BRITWORLD,United Kingdom,false,N,0.3,
Bahrain Executive Air Services,\N,,BXA,BEXAIR,Bahrain,false,N,0.3,
Bar XH Air,\N,,BXH,PALLISER,Canada,false,N,0.3,
Brussels International Airlines,\N,,BXI,XENIA,Belgium,false,N,0.3,
BAX Global,\N,8W,,,,false,N,0.3,
Redding Aero Enterprises,\N,,BXR,BOXER,United States,false,N,0.3,
Berry Aviation,\N,,BYA,BERRY,United States,false,N,0.3,
Bylina Joint-Stock Company,\N,,BYL,BYLINA,Russia,false,N,0.3,
Berytos Airlines,\N,,BYR,,Lebanon,false,N,0.3,
Bayu Indonesia Air,\N,BM,BYE,BAYU,Indonesia,false,N,0.3,
Bizair Fluggesellschaft,\N,,BZA,BERLIN BEAR,Germany,false,N,0.3,
Brit Air,\N,DB,BZH,BRITAIR,France,true,Y,0.3,
Butane Buzzard Aviation Corporation,\N,,BZZ,BUZZARD,United Kingdom,false,N,0.3,
Business Flight Salzburg,\N,,AUJ,AUSTROJET,Austria,false,N,0.3,
BKS Air (Rivaflecha),\N,,CKM,COSMOS,Spain,false,N,0.3,
Bristol Flying Centre,\N,,CLF,CLIFTON,United Kingdom,false,N,0.3,
Barnes Olsen Aeroleasing,\N,,CLN,SEELINE,United Kingdom,false,N,0.3,
Baltimore Air Transport,\N,,CPJ,CORPJET,United States,false,N,0.3,
Boston-Maine Airways,\N,E9,CXS,CLIPPER CONNECTION,United States,false,N,0.3,
Brussels Airlines,SN Brussels Airlines,SN,DAT,BEE-LINE,Belgium,true,Y,0.3,
Baltimore Airways,\N,,EAH,EASTERN,United States,false,N,0.3,
Bond Aviation,\N,,EBA,BOND AVIATION,Italy,false,N,0.3,
Brazilian Army Aviation,\N,,EXB,BRAZILIAN ARMY,Brazil,false,N,0.3,
Business Express Delivery,\N,,EXP,EXPRESS AIR,Canada,false,N,0.3,
Bel Limited,\N,,FOS,,Russia,false,N,0.3,
Bangkok Aviation Center,\N,,HAW,THAI HAWK,Thailand,false,N,0.3,
Benair,\N,,HAX,SCOOP,Norway,false,N,0.3,
Binter Canarias,\N,NT,IBB,,Spain,true,Y,0.3,
Bonyad Airlines,\N,,IRJ,BONYAD AIR,Iran,false,N,0.3,
Burundaiavia,\N,,IVR,RERUN,Kazakhstan,false,N,0.3,
Blue Air,\N,0B,JOR,BLUE TRANSPORT,Romania,true,Y,0.3,
British Mediterranean Airways,\N,KJ,LAJ,BEE MED,United Kingdom,true,Y,0.3,
Belle Air,\N,,LBY,ALBAN-BELLE,Albania,false,N,0.3,
Blom Geomatics,\N,,LED,SWEEPER,Norway,false,N,0.3,
Benin Littoral Airways,\N,,LTL,LITTORAL,Benin,false,N,0.3,
Bombardier Business Jet Solutions,\N,,LXJ,FLEXJET,United States,false,N,0.3,
Bulgaria Air,\N,FB,LZB,FLYING BULGARIA,Bulgaria,true,Y,0.3,
Brazilian Navy Aviation,\N,,MBR,BRAZILIAN NAVY,Brazil,false,N,0.3,
Barents AirLink,\N,8N,NKF,NORDFLIGHT,Sweden,true,Y,0.3,
Belgian Navy,\N,,NYB,BELGIAN NAVY,Belgium,false,N,0.3,
Bakoji Airlines Services,\N,,OGJ,BAKO AIR,Nigeria,false,N,0.3,
Benders Air,\N,,PEB,PALEMA,Sweden,false,N,0.3,
Balmoral Central Contracts,\N,,PNT,PORTNET,South Africa,false,N,0.3,
BGB Air,\N,,POI,BOJBAN,Kazakhstan,false,N,0.3,
Butte Aviation,\N,,PPS,PIPESTONE,United States,false,N,0.3,
Bond Air Services,\N,,RHD,RED HEAD,United Kingdom,false,N,0.3,
Business Airfreight,\N,,RLR,RATTLER,United States,false,N,0.3,
BAC Express Airlines,\N,,RPX,RAPEX,United Kingdom,false,N,0.3,
Boscombe Down DERA (Formation),\N,,RRS,BLACKBOX,United Kingdom,false,N,0.3,
Business Jet Sweden,\N,,SCJ,SCANJET,Sweden,false,N,0.3,
British Airways Shuttle,\N,,SHT,SHUTTLE,United Kingdom,false,N,0.3,
British Sky Broadcasting,\N,,SKH,SKYNEWS,United Kingdom,false,N,0.3,
Bell Helicopter Textron,\N,,TXB,TEXTRON,Canada,false,N,0.3,
Buzzaway Limited,\N,,UKA,UKAY,United Kingdom,false,N,0.3,
Biz Jet Charter,\N,,VLX,AVOLAR,United States,false,N,0.3,
Blue Chip Jet,\N,,VOL,BLUE SPEED,Sweden,false,N,0.3,
BAE Systems,\N,,WFD,AVRO,United Kingdom,false,N,0.3,
BAE Systems,\N,,WTN,TARNISH,United Kingdom,false,N,0.3,
Baseops International,\N,,XBO,,United States,false,N,0.3,
Bureau Veritas,\N,,XDA,,France,false,N,0.3,
British Airways,\N,,XMS,SANTA,United Kingdom,false,N,0.3,
Boskovic Air Charters Limited,\N,,ZBA,BOSKY,Kenya,false,N,0.3,
C Air Jet Airlines,\N,,SRJ,SYRJET,Syrian Arab Republic,false,N,0.3,
C N Air,\N,,ORO,CAPRI,Spain,false,N,0.3,
C and M Aviation,\N,,TIP,TRANSPAC,United States,false,N,0.3,
C&M Airways,\N,,RWG,RED WING,United States,false,N,0.3,
C.S.P.,\N,,RMU, Societe,AIR-MAUR,false,N,0.3,
CABI,\N,,CBI,CABI,Ukraine,false,N,0.3,
CAI,\N,,CPI,AIRCAI,Italy,false,N,0.3,
CAL Cargo Air Lines,\N,5C,ICL,CAL,Israel,true,Y,0.3,
CAM Air Management,\N,,CMR,CAMEO,United Kingdom,false,N,0.3,
CATA L,\N,,CTZ,CATA,Argentina,false,N,0.3,
CCF Manager Airline,\N,,CCF,TOMCAT,Germany,false,N,0.3,
CEDTA (Compania Ecuatoriana De Transportes Aereos),\N,,CED,CEDTA,Ecuador,false,N,0.3,
CHC Denmark,\N,,HBI,HELIBIRD,Denmark,false,N,0.3,
CHC Helicopters,\N,,HEM,HEMS,Australia,false,N,0.3,
CHC Airways,\N,AW,SCH,,Netherlands,false,N,0.3,
CHC Helikopter Service,\N,,HKS,HELIBUS,Norway,false,N,0.3,
CI-Tours,\N,,VCI,CI-TOURS,Ivory Coast,false,N,0.3,
CKC Services,\N,,CKC,,United States,false,N,0.3,
CM Stair,\N,,CMZ,CEE-EM STAIRS,Mauritania,false,N,0.3,
CNET,\N,,CNT,KNET,France,false,N,0.3,
COAPA AIR,\N,,OAP,COAPA,Mexico,false,N,0.3,
COMAV,\N,,PDR,SPEEDSTER,Namibia,false,N,0.3,
CRI Helicopters Mexico,\N,,CRH,HELI-MEX,Mexico,false,N,0.3,
CSA Air,\N,,IRO,IRON AIR,United States,false,N,0.3,
CSE Aviation,\N,,CSE,OXFORD,United Kingdom,false,N,0.3,
CTK Network Aviation,\N,,CTQ,CITYLINK,Ghana,false,N,0.3,
Cabair College of Air Training,\N,,CBR,CABAIR,United Kingdom,false,N,0.3,
Cabo Verde Express,\N,,CVE,KABEX,Cape Verde,false,N,0.3,
Caernarfon Airworld,\N,,CWD,AMBASSADOR,United Kingdom,false,N,0.3,
Cairo Air Transport Company,\N,,CCE,,Egypt,false,N,0.3,
Cal Gulf Aviation,\N,,CGC,CAL-GULF,Sao Tome and Principe,false,N,0.3,
Cal-West Aviation,\N,,REZ,CAL AIR,United States,false,N,0.3,
California Air Shuttle,\N,,CSL,CALIFORNIA SHUTTLE,United States,false,N,0.3,
Calima Aviacion,\N,XG,CLI,CALIMA,Spain,true,Y,0.3,
Calm Air,\N,MO,CAV,CALM AIR,Canada,false,N,0.3,
Camai Air,\N,R9,CAM,AIR CAMAI,United States,false,N,0.3,
Cambodia Airlines,\N,,KHM,CAMBODIA AIRLINES,Cambodia,false,N,0.3,
Cameroon Airlines,\N,UY,UYC,CAM-AIR,Cameroon,false,N,0.3,
Campania Helicopteros De Transporte,\N,,HSO,HELIASTURIAS,Spain,false,N,0.3,
CanJet,\N,C6,CJA,CANJET,Canada,false,N,0.3,
Canada Jet Charters,\N,,PIL,PINNACLE,Canada,false,N,0.3,
Canadian Airlines,\N,CP,CDN,CANADIAN,Canada,true,Y,0.3,
Canadian Coast Guard,\N,,CTG,CANADIAN COAST GUARD,Canada,false,N,0.3,
Canadian Eagle Aviation,\N,,HIA,HAIDA,Canada,false,N,0.3,
Canadian Forces,\N,,CFC,CANFORCE,Canada,false,N,0.3,
Canadian Global Air Ambulance,\N,,BZD,BLIZZARD,Canada,false,N,0.3,
Canadian Helicopters,\N,,CDN,CANADIAN,Canada,false,N,0.3,
Canadian Interagency Forest Fire Centre,\N,,TKR,TANKER,Canada,false,N,0.3,
Canadian National Telecommunications,\N,,XNC,,Canada,false,N,0.3,
Canadian North,\N,5T,MPE,EMPRESS,Canada,true,Y,0.3,
Canadian Regional Airlines,\N,,CDR,CANADIAN REGIONAL,Canada,false,N,0.3,
Canadian Warplane Heritage Museum,\N,,CWH,WARPLANE HERITAGE,Canada,false,N,0.3,
Canadian Western Airlines,\N,W2,CWA,CANADIAN WESTERN,Canada,false,N,0.3,
Canair,\N,,CWW,CANAIR,China,false,N,0.3,
Cancun Air,\N,,CUI,CAN-AIR,Mexico,false,N,0.3,
Cape Air,\N,9K,KAP,CAIR,United States,true,Y,0.3,
Cape Air Transport,\N,,CTO,,Australia,false,N,0.3,
Cape Central Airways,\N,,SEM,SEMO,United States,false,N,0.3,
Cape Smythe Air,\N,,CMY,CAPE SMYTHE AIR,United States,false,N,0.3,
Capital Air Service,\N,,CPX,CAPAIR,United States,false,N,0.3,
Capital Airlines,\N,,CPD,CAPITAL DELTA,Kenya,false,N,0.3,
Capital Airlines Limited,\N,,NCP,CAPITAL SHUTTLE,Nigeria,false,N,0.3,
Capital Cargo International Airlines,\N,PT,CCI,CAPPY,United States,false,N,0.3,
Capital City Air Carriers,\N,,CCQ,CAP CITY,United States,false,N,0.3,
Capital Trading Aviation,\N,,EGL,PRESTIGE,United Kingdom,false,N,0.3,
Capitol Air Express,\N,,CEX,CAPITOL EXPRESS,United States,false,N,0.3,
Capitol Wings Airline,\N,,CWZ,CAPWINGS,United States,false,N,0.3,
Caravan Air,\N,,VAN,CAMEL,Mauritania,false,N,0.3,
Cardiff Wales Flying Club,\N,,CWN,CAMBRIAN,United Kingdom,false,N,0.3,
Cardinal/Air Virginia,\N,,FVA,AIR VIRGINIA,United States,false,N,0.3,
Cardolaar,\N,,GOL,CARGOLAAR,Namibia,false,N,0.3,
Cards Air Services,\N,,CDI,CARDS,Philippines,false,N,0.3,
Care Flight,\N,,CFH,CARE FLIGHT,Australia,false,N,0.3,
Carga Aerea Dominicana,\N,,CDM,CARGA AEREA,Dominican Republic,false,N,0.3,
Carga Express Internacional,\N,,EST,CARGAINTER,Mexico,false,N,0.3,
Cargo 360,\N,GG,GGC,LONG-HAUL,United States,false,N,0.3,
Cargo Express,\N,,MCX,MAURICARGO,Mauritania,false,N,0.3,
Cargo Ivoire,\N,,CRV,CARGOIV,Ivory Coast,false,N,0.3,
Cargo Link (Caribbean),\N,,CLM,CARGO LINK,Barbados,false,N,0.3,
Cargo Three,\N,,CTW,THIRD CARGO,Panama,false,N,0.3,
Cargoitalia,\N,2G,CRG,WHITE PELICAN,Italy,false,N,0.3,
Cargojet Airways,\N,W8,CJT,CARGOJET,Canada,false,N,0.3,
Cargolux,\N,CV,CLX,CARGOLUX,Luxembourg,false,N,0.3,
Cargoman,\N,,CGM,HOTEL CHARLIE,Oman,false,N,0.3,
Carib Aviation,\N,,DEL,RED TAIL,Antigua and Barbuda,false,N,0.3,
Carib Express,\N,,BCB,WAVEBIRD,Barbados,false,N,0.3,
Caribair,\N,,CBC,CARIBAIR,Dominican Republic,false,N,0.3,
Caribbean Air Cargo,\N,,DCC,CARICARGO,Barbados,false,N,0.3,
Caribbean Air Transport,\N,,CLT,CARIBBEAN,Netherlands,false,N,0.3,
Caribbean Airlines,\N,BW,BWA,CARIBBEAN AIRLINES,Trinidad and Tobago,true,Y,0.3,
Caribbean Airways,\N,,IQQ,CARIBJET,Barbados,false,N,0.3,
Caribbean Express,\N,,TLC,CARIB-X,United States,false,N,0.3,
Caribbean Star Airlines,\N,8B,GFI,CARIB STAR,Antigua and Barbuda,false,N,0.3,
Caribintair,\N,,CRT,CARIBINTAIR,Haiti,false,N,0.3,
Carill Aviation,\N,,CVG,CARILL,United Kingdom,false,N,0.3,
Carpatair,\N,V3,KRP,CARPATAIR,Romania,true,Y,0.3,
Carranza,\N,,CRR,CARRANZA,Chile,false,N,0.3,
Carroll Air Service,\N,,ULS,ULSTER,United States,false,N,0.3,
Casement Aviation,\N,,CMT,CASEMENT,United States,false,N,0.3,
Casino Airline,\N,,CSO,CASAIR,United States,false,N,0.3,
Casper Air Service,\N,,CSP,CASPER AIR,United States,false,N,0.3,
Caspian Airlines,\N,RV,CPN,CASPIAN,Iran,true,Y,0.3,
Castle Aviation,\N,,CSJ,CASTLE,United States,false,N,0.3,
Cat Aviation,\N,,CAZ,EUROCAT,Switzerland,false,N,0.3,
Catalina Flying Boats,\N,,CBT,CATALINA AIR,United States,false,N,0.3,
Catex,\N,,TEX,CATEX,France,false,N,0.3,
Cathay Pacific,\N,CX,CPA,CATHAY,Hong Kong SAR of China,true,Y,0.3,
Caverton Helicopters,\N,,CJR,CAVERTON AIR,Nigeria,false,N,0.3,
Cayman Airways,\N,KX,CAY,CAYMAN,Cayman Islands,true,Y,0.3,
Cebu Pacific,\N,5J,CEB,CEBU AIR,Philippines,true,Y,0.3,
Cecil Aviation,\N,,CIL,CECIL,United Kingdom,false,N,0.3,
Cega Aviation,\N,,CEG,CEGA,United Kingdom,false,N,0.3,
Celtic Airways,\N,,CEC,CELTAIR,United Kingdom,false,N,0.3,
Celtic West,\N,,CWE,CELTIC,United Kingdom,false,N,0.3,
Centavia,\N,7N,CNA,,Serbia,false,N,0.3,
Cente D'Essais En Vol,\N,,CEV,CENTEV,France,false,N,0.3,
Centennial Airlines,\N,,CNL,WYO-AIR,United States,false,N,0.3,
Centennial Flight Centre,\N,,CNS,CENTENNIAL,Canada,false,N,0.3,
Center Vol,\N,,CVO,CENTERVOL,Spain,false,N,0.3,
Center-South,\N,,CTS,CENTER-SOUTH,Russia,false,N,0.3,
Centrafrican Airlines,\N,,CET,CENTRAFRICAIN,Central African Republic,false,N,0.3,
Central Air Express,\N,,CAX,CENTRAL EXPRESS,Democratic Republic of Congo,false,N,0.3,
Central Airlines,\N,,CTL,CENTRAL COMMUTER,United States,false,N,0.3,
Central Airways,\N,,CNY,CENTRAL LEONE,Sierra Leone,false,N,0.3,
Central American Airlines,\N,,ACN,AEROCENTRO,Nicaragua,false,N,0.3,
Central Aviation,\N,,YOG,YOGAN AIR,United States,false,N,0.3,
Central Connect Airlines,\N,,CCG,,Czech Republic,true,Y,0.3,
Central De Discos De Reynosa,\N,,DRN,DISCOS REYNOSA,Mexico,false,N,0.3,
Central European Airlines,\N,,CMA,EUROCENTRAL,Czech Republic,false,N,0.3,
Central Flying Service,\N,,CHA,CHARTER CENTRAL,United States,false,N,0.3,
Central Mongolia Airways,\N,,CEM,CENTRAL MONGOLIA,Mongolia,false,N,0.3,
Central Mountain Air,\N,,GLR,GLACIER,Canada,false,N,0.3,
Central Queensland Aviation College,\N,,CQC,,Australia,false,N,0.3,
Central Skyport,\N,,CSI,SKYPORT,United States,false,N,0.3,
Centralwings,\N,C0,CLW,CENTRALWINGS,Poland,true,Y,0.3,
Centre Airlines,\N,,DTV,DUTCH VALLEY,United States,false,N,0.3,
Centre of Applied Geodynamica,\N,,CGS,GEO CENTRE,Russia,false,N,0.3,
Centre-Avia,\N,J7,CVC,AVIACENTRE,Russia,false,N,0.3,
Centro De Helicopteros Corporativos,\N,,CCV,HELICORPORATIVO,Mexico,false,N,0.3,
Centro de Formacion Aeronautica de Canarias,\N,,ACF,FORCAN,Spain,false,N,0.3,
Centurion Air Cargo,\N,WE,CWC,CHALLENGE CARGO,United States,false,N,0.3,
Century Aviation,\N,,URY,CENTURY AVIA,Mexico,false,N,0.3,
Century Aviation International,\N,,HAI,,Canada,false,N,0.3,
Certified Air Dispatch,\N,,XAD,,United States,false,N,0.3,
Cetraca Aviation Service,\N,,CER,CETRACA,Democratic Republic of the Congo,false,N,0.3,
Chabahar Airlines,\N,,IRU,CHABAHAR,Iran,false,N,0.3,
Chalair Aviation,\N,,CLG,CHALLAIR,France,false,N,0.3,
Chalk's Ocean Airways,\N,OP,CHK,CHALKS,United States,false,N,0.3,
Challenge Air Transport,\N,,CLS,AIRISTO,Germany,false,N,0.3,
Challenge Aviation,\N,,CHS,CHALLENGE AVIATION,Australia,false,N,0.3,
Challenge International Airlines,\N,,OFF,CHALLENGE AIR,United States,false,N,0.3,
AC Challenge Aero,\N,,CHG,SKY CHALLENGER,Ukraine,false,N,0.3,
Champagne Airlines,\N,,CPH,CHAMPAGNE,France,false,N,0.3,
Champion Air,\N,MG,CCP,CHAMPION AIR,United States,false,N,0.3,
Chanchangi Airlines,\N,,NCH,CHANCHANGI,Nigeria,false,N,0.3,
Changan Airlines,\N,2Z,CGN,CHANGAN,China,false,N,0.3,
Channel Island Aviation,\N,,CHN,CHANNEL,United States,false,N,0.3,
Chantilly Air,\N,,WML,MARLIN,United States,false,N,0.3,
Chaparral Airlines,\N,,CPL,CHAPARRAL,United States,false,N,0.3,
Chari Aviation Services,\N,S8,CSU,CHARI SERVICE,Chad,false,N,0.3,
Charlan Air Charter,\N,,CAH,CHARLAN,South Africa,false,N,0.3,
Charlie Hammonds Flying Service,\N,,HMD,HAMMOND,United States,false,N,0.3,
Charlotte Air National Guard,\N,,CGD,,United States,false,N,0.3,
Charter Air,\N,,CHW,CHARTER WIEN,Austria,true,Y,0.3,
Chartright Air,\N,,HRT,CHARTRIGHT,Canada,false,N,0.3,
Chautauqua Airlines,\N,RP,CHQ,CHAUTAUQUA,United States,true,Y,0.3,
Cheboksary Airenterprise JSC,\N,,CBB,CHEBAIR,Russia,false,N,0.3,
Chemech Aviation,\N,,CHM,,Pakistan,false,N,0.3,
Cherline,\N,,CHZ,CHERL,Russia,false,N,0.3,
Chernomor-Avia,\N,,CMK,CHERAVIA,Russia,false,N,0.3,
Cherokee Express,\N,,CBM,BLUE MAX,United States,false,N,0.3,
Cherry Air,\N,,CCY,CHERRY,United States,false,N,0.3,
Chesapeake Air Service,\N,,CAB,CHESAPEAKE AIR,United States,false,N,0.3,
Chevron U.S.A,\N,,CVR,CHEVRON,United States,false,N,0.3,
Cheyenne Airways,\N,,CYA,CHEYENNE AIR,United States,false,N,0.3,
Chicago Air,\N,,CGO,WILD ONION,United States,false,N,0.3,
Chicago Express,\N,C8,WDY,WINDY CITY,United States,false,N,0.3,
Chief Rat Flight Services,\N,,RAT,RIVERRAT,South Africa,false,N,0.3,
Chilchota Taxi Aereo,\N,,CCH,CHILCHOTA,Mexico,false,N,0.3,
Chilcotin Caribou Aviation,\N,,DES,CHILCOTIN,Canada,false,N,0.3,
Chilliwack Aviation,\N,,CAD,CHILLIWACKAIR,Canada,false,N,0.3,
Chim-Nir Aviation,\N,,ETN,CHMINIR,Israel,false,N,0.3,
China Airlines,\N,CI,CAL,DYNASTY,Taiwan,true,Y,0.3,
China Cargo Airlines,\N,CK,CKK,CARGO KING,China,false,N,0.3,
China Eastern Airlines,\N,MU,CES,CHINA EASTERN,China,true,Y,0.3,
China Express Airlines,\N,,HXA,CHINA EXPRESS,China,false,N,0.3,
China Flying Dragon Aviation,\N,,CFA,FEILONG,China,false,N,0.3,
China General Aviation Corporation,\N,,CTH,TONGHANG,China,false,N,0.3,
China National Aviation Corporation,\N,,CAG,CHINA NATIONAL,China,false,N,0.3,
China Northern Airlines,\N,CJ,CBF,CHINA NORTHERN,China,false,N,0.3,
China Northwest Airlines,\N,WH,CNW,CHINA NORTHWEST,China,false,N,0.3,
China Ocean Helicopter Corporation,\N,,CHC,CHINA HELICOPTER,China,false,N,0.3,
China Postal Airlines,\N,8Y,CYZ,CHINA POST,China,false,N,0.3,
China Southern Airlines,\N,CZ,CSN,CHINA SOUTHERN,China,true,Y,0.3,
China Southwest Airlines,\N,,CXN,CHINA SOUTHWEST,China,false,N,0.3,
China United Airlines,\N,HR,CUA,LIANHANG,China,true,Y,0.3,
China Xinhua Airlines,\N,XO,CXH,XINHUA,China,false,N,0.3,
Yunnan Airlines,\N,3Q,CYH,YUNNAN,China,true,Y,0.3,
Chinguetti Airlines,\N,,CGU,CHINGUETTI,Mauritania,false,N,0.3,
Chipola Aviation,\N,,CEP,CHIPOLA,United States,false,N,0.3,
Chippewa Air Commuter,\N,,CPW,CHIPPEWA-AIR,United States,false,N,0.3,
Chitaavia,\N,X7,CHF,CHITA,Russia,false,N,0.3,
Christman Air System,\N,,CAS,CHRISTMAN,United States,false,N,0.3,
Christophorus Flugrettungsverein,\N,,OEC,CHRISTOPHORUS,Austria,false,N,0.3,
Chrome Air Services,\N,,CHO,CHROME AIR,United States,false,N,0.3,
Church Aircraft,\N,,CHU,CHURCHAIR,United States,false,N,0.3,
Cielos Airlines,\N,A2,CIU,CIELOS,Peru,false,N,0.3,
Cimber Air,\N,QI,CIM,CIMBER,Denmark,true,Y,0.3,
Cirrus,\N,,RRU,HELICIRRUS,Chile,false,N,0.3,
Cirrus Air,\N,,NTS,NITE STAR,United States,false,N,0.3,
Cirrus Airlines,\N,C9,RUS,CIRRUS AIR,Germany,true,Y,0.3,
Cirrus Middle East,\N,,JTI,,Lebanon,false,N,0.3,
Citationshares,\N,,FIV,FIVE STAR,United States,false,N,0.3,
Citibank,\N,,XCX,,United States,false,N,0.3,
Citic General Aviation,\N,,HZX,ZHONGXIN,China,false,N,0.3,
City Airline,\N,CF,SDR,SWEDESTAR,Sweden,true,Y,0.3,
City Connexion Airlines,\N,G3,CIX,CONNEXION,Burundi,true,Y,0.3,
City of Bangor,\N,,XBG,,United States,false,N,0.3,
CityJet,\N,WX,BCY,CITY-IRELAND,Ireland,true,Y,0.3,
Cityair (Chester) Limited,\N,,CAQ,AIR CHESTER,United Kingdom,false,N,0.3,
Cityfly,\N,,CII,CITYFLY,Italy,false,N,0.3,
BA CityFlyer,\N,CJ,CFE,FLYER,United Kingdom,true,Y,0.3,
Cityline Hungary,\N,,CNB,CITYHUN,Hungary,false,N,0.3,
Citylink Airlines,\N,,HSR,HOOSIER,United States,false,N,0.3,
Civair Airways,\N,,CIW,CIVFLIGHT,South Africa,false,N,0.3,
Civil Air Patrol South Carolina Wing,\N,,BKR,BOX KAR,United States,false,N,0.3,
Civil Air Transport,\N,CT,CAT,Mandarin,Taiwan,false,N,0.3,
Civil Aviation Authority,\N,,CIA,CALIMERA,Slovakia,false,N,0.3,
Civil Aviation Authority of New Zealand,\N,,CIV,CIVAIR,New Zealand,false,N,0.3,
Civil Aviation Inspectorate of the Czech Republic,\N,,CBA,CALIBRA,Czech Republic,false,N,0.3,
Claessens International Limited,\N,,FMC,CLAESSENS,United Kingdom,false,N,0.3,
Clark Aviation,\N,,CLK,CLARKAIR,United States,false,N,0.3,
Clasair,\N,,CSF,CALEDONIAN,United Kingdom,false,N,0.3,
Clay Lacy Aviation,\N,,CLY,CLAY-LACY,United States,false,N,0.3,
Click Airways,\N,,CGK,CLICK AIR,Kyrgyzstan,true,Y,0.3,
Cloud 9 Air Charters,\N,,CLZ,CLOUDLINE,South Africa,false,N,0.3,
Clowes Estates Limited,\N,,CLD,CLOWES,United Kingdom,false,N,0.3,
Club 328,\N,,SDJ,SPACEJET,United Kingdom,false,N,0.3,
Club Air,\N,6P,ISG,CLUBAIR,Italy,false,N,0.3,
Coast Air,\N,BX,CST,COAST CENTER,Norway,false,N,0.3,
Coastal Air,\N,DQ,,U.S. Virgin Islands,United States,true,Y,0.3,
Coastal Air Transport,\N,,TCL,TRANS COASTAL,United States,false,N,0.3,
Coastal Airways,\N,,CNG,SID-AIR,United States,false,N,0.3,
Coastal Travels,\N,,CSV,COASTAL TRAVEL,Tanzania,false,N,0.3,
Cohlmia Aviation,\N,,CHL,COHLMIA,United States,false,N,0.3,
Colaereos,\N,,OLR,COLAEREOS,Ecuador,false,N,0.3,
Colemill Enterprises,\N,,CLE,COLEMILL,United States,false,N,0.3,
Colgan Air,\N,9L,CJC,COLGAN,United States,true,Y,0.3,
Colibri Aviation,\N,,CAE,HUMMINGBIRD,Canada,false,N,0.3,
Colt International,\N,,CCX,,United States,false,N,0.3,
Columbia Airlines,\N,,COL,COLAIR,Canada,false,N,0.3,
Columbia Helicopters,\N,,WCO,COLUMBIA HELI,United States,false,N,0.3,
Columbus Air Transport,\N,,KLR,KAY-LER,United States,false,N,0.3,
Colvin Aviation,\N,,GHP,GRASSHOPPER EX,United States,false,N,0.3,
Comair,\N,OH,COM,COMAIR,United States,true,Y,0.3,
Comair,\N,MN,CAW,COMMERCIAL,South Africa,true,Y,0.3,
Comed Group,\N,,CDE,COMEX,United Kingdom,false,N,0.3,
Comeravia,\N,,CVV,COMERAVIA,Venezuela,false,N,0.3,
Comercial Aerea,\N,,CRS,COMERCIAL AEREA,Mexico,false,N,0.3,
Comet Airlines,\N,,CMG,SUNSPY,Nigeria,false,N,0.3,
Comfort Air,\N,,FYN,FLYNN,Germany,false,N,0.3,
Comlux Aviation,\N,,CLA,COMLUX,Switzerland,false,N,0.3,
Commair Aviation,\N,,CMH,COMMODORE,United Kingdom,false,N,0.3,
Commandement Du Transport Aerien Militaire Francais,\N,,CTM,COTAM,France,false,N,0.3,
Commander Air Charter,\N,,CML,COMMANDAIR,Canada,false,N,0.3,
Commander Mexicana,\N,,CRM,COMMANDERMEX,Mexico,false,N,0.3,
Commercial Aviation,\N,,CMS,ACCESS,Canada,false,N,0.3,
Commodore Aviation,\N,,GAR,,Australia,false,N,0.3,
Commonwealth Jet Service,\N,,CJS,COMMONWEALTH,United States,false,N,0.3,
CommutAir,\N,C5,UCA,COMMUTAIR,United States,true,Y,0.3,
Comores Airlines,\N,KR,CWK,CONTICOM,Comoros,true,Y,0.3,
Compagnia Generale Ripreseaeree,\N,,CGR,COMPRIP,Italy,false,N,0.3,
Compagnie Aerienne du Mali,\N,,CMM,CAMALI,Mali,false,N,0.3,
Compagnie Mauritanienne Des Transports,\N,,CPM,,Mauritania,false,N,0.3,
Compagnie de Bauxites de Guinee,\N,,GIC,CEBEGE,Guinea,false,N,0.3,
Compania Aerea de Valencia,\N,,AIF,,Spain,false,N,0.3,
